FECHA,HORA UTC,TIPO_SISMO,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD ML,MAGNITUD MW,AGENCIA,NUMERO_DE_ESTACIONES,NOMBRE_SFILE,NOMBRE_FORMA_ONDA,DEPARTMENTO,MUNICIPIO,RMS,ERROR_LATITUD,ERROR_LONGITUD,ERROR_PROFUNDIDAD,GAP
03/28/2015 12:00:00 AM,12:25:41,L ,6.031,-77.688999999999993,32.1,2.8,3.8,RSN,15,28-1225-41L.S201503,2015-03-28-1217-51M.COL___272,CHOCO,BAHIA SOLANO,0.7,3.3,3.9,5.3,134
03/28/2015 12:00:00 AM,12:51:22,L ,6.801,-73.186999999999998,144.9,1.4,NA,RSN,6,28-1251-22L.S201503,2015-03-28-1247-48M.COL___275,SANTANDER,ZAPATOCA,0.6,6.1,7.4,9.9,131
03/28/2015 12:00:00 AM,14:29:23,L ,5.738,-75.891999999999996,51.3,1,NA,RSN,4,28-1429-23L.S201503,2015-03-28-1417-47M.COL___275,ANTIOQUIA,HISPANIA,0.2,2.8,3.8,6.3,182
03/28/2015 12:00:00 AM,14:39:17,L ,6.824,-73.119,148.30000000000001,1.8,NA,RSN,9,28-1439-17L.S201503,2015-03-28-1437-46M.COL___275,SANTANDER,LOS SANTOS,0.6,4.7,4.7,7.6,121
03/28/2015 12:00:00 AM,15:17:08,L ,6.617,-72.930999999999997,4,1.9,NA,RSN,8,28-1517-08L.S201503,2015-03-28-1507-50M.COL___275,SANTANDER,ARATOCA,0.4,2.2,2.9,4.9,93
03/28/2015 12:00:00 AM,15:43:48,L ,2.986,-74.784999999999997,32.1,1.5,NA,RSN,4,28-1543-48L.S201503,2015-03-28-1537-49M.COL___275,HUILA,BARAYA,0.5,4.1,3.8,16.7,158
03/28/2015 12:00:00 AM,16:10:38,L ,5.606,-74.552999999999997,14,1.2,NA,RSN,4,28-1610-38L.S201503,2015-03-28-1607-50M.COL___284,CUNDINAMARCA,PUERTO SALGAR,0.3,4,1.6,13.3,160
03/28/2015 12:00:00 AM,18:47:31,L ,3.66,-77.076999999999998,59.7,2,NA,RSN,12,28-1847-31L.S201503,2015-03-28-1837-49M.COL___287,VALLE DEL CAUCA,BUENAVENTURA,0.6,3.1,5.1,12.7,138
03/28/2015 12:00:00 AM,20:02:20,L ,8.267,-72.087999999999994,4,2.1,NA,RSN,4,28-2002-20L.S201503,2015-03-28-1957-48M.COL___284,NORTE DE SANTANDER,PUERTO SANTANDER,0.4,3.5,2.3,5.9,146
03/28/2015 12:00:00 AM,21:28:18,L ,6.765,-73.091999999999999,151.9,1.8,NA,RSN,6,28-2128-18L.S201503,2015-03-28-2117-49M.COL___281,SANTANDER,LOS SANTOS,0.4,4.6,6.2,7.2,145
03/28/2015 12:00:00 AM,21:48:40,L ,6.783,-73.099999999999994,146.19999999999999,1.8,NA,RSN,5,28-2148-40L.S201503,2015-03-28-2137-42M.COL___284,SANTANDER,LOS SANTOS,0.4,4.9,5.3,7.5,143
03/28/2015 12:00:00 AM,22:11:03,L ,6.814,-73.147000000000006,146.9,2.4,NA,RSN,12,28-2211-03L.S201503,2015-03-28-2207-50M.COL___284,SANTANDER,LOS SANTOS,0.4,3.2,2.8,5.1,71
03/28/2015 12:00:00 AM,23:50:24,L ,2.561,-75.665999999999997,4,1.6,NA,RSN,4,28-2350-24L.S201503,2015-03-28-2347-50M.COL___284,HUILA,IQUIRA,0.2,2.3,2.4,4.7,201
03/29/2015 12:00:00 AM,00:00:58,L ,6.857,-73.194000000000003,135.19999999999999,0.8,NA,RSN,4,29-0000-58L.S201503,2015-03-29-0000-03M.COL___287,SANTANDER,ZAPATOCA,0.1,2.6,2.6,5.4,150
03/29/2015 12:00:00 AM,00:04:24,L ,6.834,-73.171000000000006,142.80000000000001,1.6,NA,RSN,7,29-0004-24L.S201503,2015-03-29-0000-03M.COL___287,SANTANDER,ZAPATOCA,0.5,4.7,5.1,7.2,74
03/29/2015 12:00:00 AM,00:05:55,L ,6.784,-73.227000000000004,138,1.4,NA,RSN,6,29-0005-55L.S201503,2015-03-29-0000-03M.COL___287,SANTANDER,ZAPATOCA,0.5,6.4,5.4,8.4,100
03/29/2015 12:00:00 AM,00:12:34,L ,5.417,-75.56,4,0.9,NA,RSN,4,29-0012-34L.S201503,2015-03-29-0007-48M.COL___290,CALDAS,LA MERCED,0.6,5.5,5.4,10.9,180
03/29/2015 12:00:00 AM,02:05:59,L ,6.315,-73.638000000000005,100.3,1.4,NA,RSN,6,29-0205-59L.S201503,2015-03-29-0157-47M.COL___287,SANTANDER,SANTA HELENA DEL OPON,0.4,3.7,3.6,7.3,105
03/29/2015 12:00:00 AM,02:12:06,L ,6.719,-73.525000000000006,105.9,1,NA,RSN,4,29-0212-06L.S201503,2015-03-29-0207-39M.COL___290,SANTANDER,EL CARMEN,0.1,2.7,2.2,3.8,136
03/29/2015 12:00:00 AM,02:16:14,L ,5.784,-73.730999999999995,122,1.3,NA,RSN,5,29-0216-14L.S201503,2015-03-29-0207-39M.COL___290,BOYACA,SABOYA,0.6,10.3,6.5,13,168
03/29/2015 12:00:00 AM,02:38:32,L ,6.815,-73.165999999999997,139.4,1.2,NA,RSN,6,29-0238-32L.S201503,2015-03-29-0227-48M.COL___290,SANTANDER,LOS SANTOS,0.4,5.4,5.5,7.9,133
03/29/2015 12:00:00 AM,03:19:18,L ,4.683,-76.022999999999996,130.5,2.8,NA,RSN,34,29-0319-18L.S201503,2015-03-29-0317-47M.COL___287,VALLE DEL CAUCA,TORO,0.7,2.2,3.1,5.1,39
03/29/2015 12:00:00 AM,03:29:43,L ,5.691,-73.861000000000004,109.9,1.4,NA,RSN,7,29-0329-43L.S201503,2015-03-29-0327-43M.COL___290,BOYACA,BRICENO,0.4,5.5,3.7,7.3,177
03/29/2015 12:00:00 AM,04:30:55,L ,9.395,-75.039000000000001,32.1,2.3,NA,RSN,14,29-0430-55L.S201503,2015-03-29-0427-44M.COL___290,SUCRE,SAN PEDRO,0.6,2.4,3,11,119
03/29/2015 12:00:00 AM,05:01:00,L ,5.708,-74.129000000000005,97.8,1,NA,RSN,4,29-0501-00L.S201503,2015-03-29-0457-47M.COL___290,BOYACA,OTANCHE,0.4,6.1,7,8.800000000000001,156
03/29/2015 12:00:00 AM,05:03:59,L ,6.766,-73.158000000000001,144.4,1.3,NA,RSN,7,29-0503-59L.S201503,2015-03-29-0457-47M.COL___290,SANTANDER,LOS SANTOS,0.2,2.8,2.5,3.9,97
03/29/2015 12:00:00 AM,05:13:32,L ,8.646000000000001,-73.653999999999996,88.7,1.4,NA,RSN,6,29-0513-32L.S201503,2015-03-29-0507-47M.COL___290,CESAR,PELAYA,0.6,5.2,6.2,9.6,123
03/29/2015 12:00:00 AM,05:25:59,L ,6.791,-73.123000000000005,145.1,1.8,NA,RSN,11,29-0525-59L.S201503,2015-03-29-0517-48M.COL___290,SANTANDER,LOS SANTOS,0.6,4.2,4.3,7.6,113
03/29/2015 12:00:00 AM,06:12:22,L ,2.146,-75.989999999999995,4,1.6,NA,RSN,7,29-0612-22L.S201503,2015-03-29-0607-42M.COL___290,HUILA,LA ARGENTINA,0.7,6.6,3.2,9.5,179
03/29/2015 12:00:00 AM,06:24:23,L ,5.815,-77.543999999999997,24,2.5,NA,RSN,15,29-0624-23L.S201503,2015-03-29-0617-48M.COL___290,CHOCO,NUQUI,0.6,3.8,5.4,5.8,138
03/29/2015 12:00:00 AM,06:29:39,L ,6.709,-73.188999999999993,149.1,1.4,NA,RSN,6,29-0629-39L.S201503,2015-03-29-0627-45M.COL___290,SANTANDER,VILLANUEVA,0.4,5.6,4.9,6.7,154
03/29/2015 12:00:00 AM,06:46:56,L ,6.813,-73.188000000000002,140.1,1.5,NA,RSN,9,29-0646-56L.S201503,2015-03-29-0637-48M.COL___290,SANTANDER,ZAPATOCA,0.5,3.7,5.1,7,68
03/29/2015 12:00:00 AM,08:15:46,L ,4.823,-76.563000000000002,5.1,1.6,NA,RSN,6,29-0815-46L.S201503,2015-03-29-0807-41M.COL___290,CHOCO,NOVITA,0.5,3.5,4.4,9.300000000000001,164
03/29/2015 12:00:00 AM,08:47:28,L ,4.936,-74.790000000000006,4,2.9,NA,RSN,13,29-0847-28L.S201503,2015-03-29-0837-46M.COL___290,TOLIMA,ARMERO,0.7,2.8,4.9,8,192
03/29/2015 12:00:00 AM,09:21:51,L ,6.818,-73.16,140.5,1.7,NA,RSN,9,29-0921-51L.S201503,2015-03-29-0917-36M.COL___290,SANTANDER,LOS SANTOS,0.5,3.7,5,7,70
03/29/2015 12:00:00 AM,09:22:42,L ,6.832,-73.143000000000001,138.69999999999999,1.6,NA,RSN,9,29-0922-42L.S201503,2015-03-29-0917-36M.COL___290,SANTANDER,LOS SANTOS,0.4,3,4.1,5.7,70
03/29/2015 12:00:00 AM,09:30:14,L ,2.319,-77.275000000000006,67.2,1.6,NA,RSN,7,29-0930-14L.S201503,2015-03-29-0927-46M.COL___290,CAUCA,ARGELIA,0.4,6.5,6.1,7.2,245
03/29/2015 12:00:00 AM,11:41:17,L ,6.953,-73.156999999999996,147.19999999999999,1.8,NA,RSN,8,29-1141-17L.S201503,2015-03-29-1137-45M.COL___290,SANTANDER,PIEDECUESTA,0.5,4.2,5.7,8.4,134
03/29/2015 12:00:00 AM,12:25:26,L ,11.651999999999999,-72.358999999999995,4,2.5,NA,RSN,5,29-1225-26L.S201503,2015-03-29-1217-39M.COL___287,LA GUAJIRA,URIBIA,0.5,7.4,3.8,6.6,187
03/29/2015 12:00:00 AM,13:26:22,L ,5.668,-77.183000000000007,0.7,2.3,NA,RSN,17,29-1326-22L.S201503,2015-03-29-1317-46M.COL___287,CHOCO,NUQUI,0.5,2.5,3.2,4.6,144
03/29/2015 12:00:00 AM,13:45:35,L ,6.808,-73.168999999999997,146,2.1,NA,RSN,13,29-1345-35L.S201503,2015-03-29-1337-45M.COL___290,SANTANDER,LOS SANTOS,0.5,3.2,4.3,6.1,133
03/29/2015 12:00:00 AM,15:34:02,L ,5.743,-74.099000000000004,97.2,1.5,NA,RSN,6,29-1534-02L.S201503,2015-03-29-1527-42M.COL___290,BOYACA,SAN PABLO DE BORBUR,0.3,3.8,3.5,5.5,117
03/29/2015 12:00:00 AM,15:37:14,L ,4.765,-76.212999999999994,100,1.3,NA,RSN,4,29-1537-14L.S201503,2015-03-29-1527-42M.COL___290,VALLE DEL CAUCA,EL CAIRO,0.3,2.6,4.5,9.1,181
03/29/2015 12:00:00 AM,16:02:36,L ,7.615,-77.372,20.9,2.3,NA,RSN,10,29-1602-36L.S201503,2015-03-29-1557-46M.COL___290,CHOCO,RIOSUCIO,0.4,2.9,5,8.5,138
03/29/2015 12:00:00 AM,16:25:45,L ,3.565,-76.811999999999998,0,1.5,NA,RSN,4,29-1625-45L.S201503,2015-03-29-1617-49M.COL___290,VALLE DEL CAUCA,DAGUA,0.2,1.5,1.6,4.1,138
03/29/2015 12:00:00 AM,16:38:17,L ,6.844,-73.171999999999997,148,2.3,NA,RSN,13,29-1638-17L.S201503,2015-03-29-1627-47M.COL___290,SANTANDER,ZAPATOCA,0.4,3,4.1,5.4,139
03/29/2015 12:00:00 AM,17:49:34,L ,6.824,-73.14,146,1.9,NA,RSN,9,29-1749-34L.S201503,2015-03-29-1747-47M.COL___290,SANTANDER,LOS SANTOS,0.5,4.1,5.3,7.6,136
03/29/2015 12:00:00 AM,18:46:43,L ,6.753,-73.055999999999997,144.6,1.6,NA,RSN,4,29-1846-43L.S201503,2015-03-29-1837-50M.COL___290,SANTANDER,JORDAN,0.2,4.5,3.8,4,187
03/29/2015 12:00:00 AM,19:38:25,L ,6.8,-73.12,142.30000000000001,2.1,NA,RSN,11,29-1938-25L.S201503,2015-03-29-1927-44M.COL___290,SANTANDER,LOS SANTOS,0.5,3.5,4.9,6.6,140
03/29/2015 12:00:00 AM,21:05:18,L ,6.585,-72.801000000000002,4,1.6,NA,RSN,6,29-2105-18L.S201503,2015-03-29-2057-48M.COL___287,SANTANDER,MOLAGAVITA,0.6,3.2,5.9,8.699999999999999,195
03/29/2015 12:00:00 AM,21:47:27,L ,6.399,-73.602999999999994,102.8,1.4,NA,RSN,4,29-2147-27L.S201503,2015-03-29-2137-49M.COL___287,SANTANDER,SANTA HELENA DEL OPON,0.4,9.5,5,9.800000000000001,145
03/29/2015 12:00:00 AM,21:54:15,L ,6.813,-73.156000000000006,150.9,1.8,NA,RSN,8,29-2154-15L.S201503,2015-03-29-2147-49M.COL___287,SANTANDER,LOS SANTOS,0.4,3.7,4.5,7.2,135
03/29/2015 12:00:00 AM,22:51:15,L ,6.788,-73.143000000000001,146.30000000000001,1.4,NA,RSN,4,29-2251-15L.S201503,2015-03-29-2247-50M.COL___287,SANTANDER,LOS SANTOS,0.3,4.4,4.2,7.1,137
03/29/2015 12:00:00 AM,23:25:57,L ,6.895,-76.156000000000006,0,1.8,NA,RSN,8,29-2325-57L.S201503,2015-03-29-2317-47M.COL___287,ANTIOQUIA,URAMITA,0.4,2,5.5,6.8,164
03/30/2015 12:00:00 AM,00:25:42,L ,6.706,-73.143000000000001,136.9,1.4,NA,RSN,5,30-0025-42L.S201503,2015-03-30-0017-50M.COL___287,SANTANDER,VILLANUEVA,0.4,4.6,4.2,7.8,141
03/30/2015 12:00:00 AM,01:06:00,L ,6.802,-73.075000000000003,147.5,1.4,NA,RSN,5,30-0106-00L.S201503,2015-03-30-0057-51M.COL___290,SANTANDER,LOS SANTOS,0.2,6.5,4.1,9.5,146
03/30/2015 12:00:00 AM,01:20:55,L ,6.734,-73.111999999999995,145.1,1.2,NA,RSN,4,30-0120-55L.S201503,2015-03-30-0117-48M.COL___288,SANTANDER,JORDAN,0.3,4.9,4.1,7.2,144
03/30/2015 12:00:00 AM,01:39:41,L ,6.81,-73.02,143.6,1.6,NA,RSN,6,30-0139-41L.S201503,2015-03-30-0137-50M.COL___287,SANTANDER,CEPITA,0.4,6.4,6.4,11.4,153
03/30/2015 12:00:00 AM,02:43:52,L ,6.12,-73.531000000000006,127.3,1.5,NA,RSN,6,30-0243-52L.S201503,2015-03-30-0237-42M.COL___287,SANTANDER,SAN BENITO,0.3,3.2,3.8,6,112
03/30/2015 12:00:00 AM,04:19:30,L ,6.819,-73.132000000000005,148.30000000000001,1.7,NA,RSN,8,30-0419-30L.S201503,2015-03-30-0417-40M.COL___287,SANTANDER,LOS SANTOS,0.5,5.3,6.1,7.8,153
03/30/2015 12:00:00 AM,04:53:30,L ,7.444,-73.180999999999997,132.69999999999999,1.4,NA,RSN,5,30-0453-30L.S201503,2015-03-30-0447-49M.COL___287,SANTANDER,EL PLAYON,0.3,4.3,5.5,7.4,113
03/30/2015 12:00:00 AM,05:07:16,L ,3.767,-71.423000000000002,0,2.5,NA,RSN,5,30-0507-16L.S201503,2015-03-30-0457-35M.COL___284,META,PUERTO GAITAN,0.8,7.9,14.1,14.2,233
03/30/2015 12:00:00 AM,06:11:59,L ,6.765,-73.126000000000005,139.80000000000001,1.1,NA,RSN,7,30-0611-59L.S201503,2015-03-30-0607-42M.COL___287,SANTANDER,LOS SANTOS,0.3,4.1,3.7,7.4,141
03/30/2015 12:00:00 AM,06:29:22,L ,6.78,-73.177999999999997,155,1.2,NA,RSN,6,30-0629-22L.S201503,2015-03-30-0627-43M.COL___287,SANTANDER,LOS SANTOS,0.4,5.2,6.3,6.3,198
03/30/2015 12:00:00 AM,06:29:36,L ,2.207,-75.566999999999993,11.3,0.9,NA,RSN,6,30-0629-36L.S201503,2015-03-30-0627-43M.COL___287,HUILA,GARZON,0.5,5.5,2.8,5.9,161
03/30/2015 12:00:00 AM,06:44:19,L ,6.644,-76.802999999999997,15.4,1.4,NA,RSN,5,30-0644-19L.S201503,2015-03-30-0637-43M.COL___287,ANTIOQUIA,VIGIA DEL FUERTE,0.7,5.8,10,8.4,248
03/30/2015 12:00:00 AM,06:44:27,L ,6.813,-73.143000000000001,142.19999999999999,1.9,NA,RSN,14,30-0644-27L.S201503,2015-03-30-0637-43M.COL___287,SANTANDER,LOS SANTOS,0.4,2.6,2.6,5.7,71
03/30/2015 12:00:00 AM,07:29:08,L ,6.822,-73.162999999999997,145.6,1.9,NA,RSN,10,30-0729-08L.S201503,2015-03-30-0727-36M.COL___287,SANTANDER,LOS SANTOS,0.4,3.4,4.5,6.3,133
03/30/2015 12:00:00 AM,07:40:04,L ,7.045,-76.150000000000006,0,1.6,NA,RSN,7,30-0740-04L.S201503,2015-03-30-0737-35M.COL___287,ANTIOQUIA,DABEIBA,0.3,2.7,4.6,6.6,156
03/30/2015 12:00:00 AM,07:53:54,L ,6.811,-73.128,149.80000000000001,1.6,NA,RSN,9,30-0753-54L.S201503,2015-03-30-0747-35M.COL___287,SANTANDER,LOS SANTOS,0.4,3,4.4,5.6,138
03/30/2015 12:00:00 AM,08:56:06,L ,6.803,-73.144999999999996,148,1.3,NA,RSN,5,30-0856-06L.S201503,2015-03-30-0847-49M.COL___284,SANTANDER,LOS SANTOS,0.4,5.6,5.9,9,136
03/30/2015 12:00:00 AM,09:18:14,L ,6.825,-73.173000000000002,141.80000000000001,1.7,NA,RSN,7,30-0918-14L.S201503,2015-03-30-0913-36M.COL___284,SANTANDER,ZAPATOCA,0.3,3,3.7,7.2,132
03/30/2015 12:00:00 AM,09:36:21,L ,6.777,-73.165999999999997,145.69999999999999,1.7,NA,RSN,7,30-0936-21L.S201503,2015-03-30-0930-49M.COL___284,SANTANDER,LOS SANTOS,0.5,4.7,5.1,8.5,135
03/30/2015 12:00:00 AM,09:39:09,L ,5.937,-73.796000000000006,110,1.9,NA,RSN,5,30-0939-09L.S201503,2015-03-30-0930-49M.COL___284,SANTANDER,SUCRE,0.4,5.2,4.1,8.6,131
03/30/2015 12:00:00 AM,10:04:01,L ,6.74,-73.165999999999997,135.9,0.9,NA,RSN,4,30-0957-49L.S201503,2015-03-30-0957-49M.COL___284,SANTANDER,LOS SANTOS,0.2,3.4,3.4,6.9,137
03/30/2015 12:00:00 AM,12:24:38,L ,6.898,-73.176000000000002,151.30000000000001,2,NA,RSN,6,30-1224-38L.S201503,2015-03-30-1217-47M.COL___284,SANTANDER,BETULIA,0.5,6.6,6,8.9,186
03/30/2015 12:00:00 AM,13:17:37,L ,0.842,-77.972999999999999,4,1.8,NA,RSN,6,30-1317-37L.S201503,2015-03-30-1307-49M.COL___284,NARINO,CUMBAL,0.5,8.4,8.1,10.1,173
03/30/2015 12:00:00 AM,13:43:16,L ,8.4,-72.129000000000005,0,2.1,NA,RSN,6,30-1343-16L.S201503,2015-03-30-1337-47M.COL___283,NORTE DE SANTANDER,PUERTO SANTANDER,0.5,4.5,3.3,7.1,150
03/30/2015 12:00:00 AM,14:54:34,L ,6.807,-73.125,141.19999999999999,1.9,NA,RSN,7,30-1454-34L.S201503,2015-03-30-1447-46M.COL___284,SANTANDER,LOS SANTOS,0.5,4.2,5.6,6.8,139
03/30/2015 12:00:00 AM,15:38:19,L ,7.282,-76.02,1.4,1.6,NA,RSN,7,30-1538-19L.S201503,2015-03-30-1527-50M.COL___287,ANTIOQUIA,ITUANGO,0.5,4.4,5.5,7.5,190
03/30/2015 12:00:00 AM,15:48:55,L ,6.77,-73.132999999999996,143.19999999999999,1.5,NA,RSN,4,30-1548-55L.S201503,2015-03-30-1547-48M.COL___287,SANTANDER,LOS SANTOS,0.4,10,6.1,8,158
03/30/2015 12:00:00 AM,16:36:13,L ,3.488,-74.617000000000004,28.5,1.6,NA,RSN,5,30-1636-13L.S201503,2015-03-30-1627-45M.COL___287,HUILA,COLOMBIA,0.4,3.5,3.8,6.3,188
03/30/2015 12:00:00 AM,17:24:33,L ,9.606,-73.256,0,2,NA,RSN,7,30-1724-33L.S201503,2015-03-30-1717-48M.COL___287,CESAR,LA JAGUA DE IBIRICO,0.6,2.9,4.3,6.8,96
03/30/2015 12:00:00 AM,17:37:05,L ,3.285,-76.066000000000003,139.1,1.8,NA,RSN,6,30-1737-05L.S201503,2015-03-30-1727-48M.COL___287,CAUCA,MIRANDA,0.5,5,6.4,11.2,153
03/30/2015 12:00:00 AM,21:17:51,L ,7.342,-75.191999999999993,24.7,1.4,NA,RSN,7,30-2117-51L.S201503,2015-03-30-2107-49M.COL___281,ANTIOQUIA,ANORI,0.6,4.8,3.6,6.3,77
03/30/2015 12:00:00 AM,21:49:05,L ,7.347,-78.122,6.7,2.5,NA,RSN,6,30-2149-05L.S201503,2015-03-30-2137-49M.COL___281,CHOCO,JURADO,0.5,3.6,8.5,16.600000000000001,169
03/30/2015 12:00:00 AM,21:55:43,L ,5.41,-74.697000000000003,24.1,1.6,NA,RSN,6,30-2155-43L.S201503,2015-03-30-2147-47M.COL___281,CALDAS,LA DORADA,0.6,6.9,3.5,4.9,186
03/30/2015 12:00:00 AM,22:23:21,L ,6.951,-73.176000000000002,140.5,1.9,NA,RSN,9,30-2223-21L.S201503,2015-03-30-2217-48M.COL___281,SANTANDER,GIRON,0.5,6.6,7.1,10.9,115
03/30/2015 12:00:00 AM,23:22:55,L ,5.928,-76.89,32.1,2.7,NA,RSN,18,30-2322-55L.S201503,2015-03-30-2317-47M.COL___280,CHOCO,MEDIO ATRATO,0.8,5.5,4.5,15.5,93
03/30/2015 12:00:00 AM,23:54:36,L ,3.297,-79.099000000000004,32.1,2.3,NA,RSN,13,30-2354-37L.S201503,2015-03-30-2347-50M.COL___278,NARINO,MOSQUERA,0.7,7.9,13.6,26,255
03/31/2015 12:00:00 AM,01:13:08,L ,5.834,-75.909000000000006,52.5,1.1,NA,RSN,4,31-0113-08L.S201503,2015-03-31-0107-43M.COL___277,ANTIOQUIA,HISPANIA,0.5,5,8.199999999999999,10.9,138
03/31/2015 12:00:00 AM,01:58:54,L ,6.818,-73.183000000000007,137.1,1.8,NA,RSN,7,31-0158-54L.S201503,2015-03-31-0157-48M.COL___281,SANTANDER,ZAPATOCA,0.5,3.9,5.4,8.4,131
03/31/2015 12:00:00 AM,02:36:22,L ,7.161,-73.903999999999996,87.2,1.9,NA,RSN,11,31-0236-22L.S201503,2015-03-31-0227-46M.COL___283,SANTANDER,BARRANCABERMEJA,0.4,2.5,2.6,6.4,53
03/31/2015 12:00:00 AM,03:20:42,L ,6.808,-73.153999999999996,153,1.8,NA,RSN,6,31-0320-42L.S201503,2015-03-31-0317-50M.COL___283,SANTANDER,LOS SANTOS,0.5,5,8,8.6,200
03/31/2015 12:00:00 AM,03:30:04,L ,6.821,-73.156999999999996,139.4,1.7,NA,RSN,9,31-0330-04L.S201503,2015-03-31-0327-49M.COL___277,SANTANDER,LOS SANTOS,0.5,4.1,5.4,6.9,134
03/31/2015 12:00:00 AM,03:51:11,L ,6.846,-73.167000000000002,131,1.8,NA,RSN,9,31-0351-11L.S201503,2015-03-31-0347-39M.COL___283,SANTANDER,ZAPATOCA,0.4,3.6,4.3,6.7,132
03/31/2015 12:00:00 AM,03:55:31,L ,5.28,-73.768000000000001,149.4,1.9,NA,RSN,11,31-0355-31L.S201503,2015-03-31-0347-39M.COL___283,CUNDINAMARCA,CUCUNUBA,0.5,3.8,4.8,7.1,128
03/31/2015 12:00:00 AM,03:57:26,L ,6.793,-73.132000000000005,132.69999999999999,1.2,NA,RSN,4,31-0357-26L.S201503,2015-03-31-0347-39M.COL___283,SANTANDER,LOS SANTOS,0.4,9.5,9.5,16.100000000000001,245
03/31/2015 12:00:00 AM,05:59:37,L ,1.955,-75.986999999999995,4,2.9,NA,RSN,18,31-0559-37L.S201503,2015-03-31-0557-49M.COL___283,HUILA,TIMANA,0.6,3.4,2.6,6.2,89
03/31/2015 12:00:00 AM,06:02:48,L ,3.644,-74.3,4,1.6,NA,RSN,6,31-0602-48L.S201503,2015-03-31-0557-49M.COL___283,META,LEJANIAS,0.4,3.9,5.2,6.4,197
03/31/2015 12:00:00 AM,06:10:39,L ,6.816,-73.156999999999996,139.69999999999999,1.8,NA,RSN,12,31-0610-39L.S201503,2015-03-31-0607-43M.COL___283,SANTANDER,LOS SANTOS,0.5,3.4,4.1,6,134
03/31/2015 12:00:00 AM,06:23:41,L ,10.007999999999999,-73.007000000000005,120.9,2.4,NA,RSN,10,31-0623-41L.S201503,2015-03-31-0617-41M.COL___280,CESAR,AGUSTIN CODAZZI,0.5,3.4,3.9,11.3,85
03/31/2015 12:00:00 AM,06:33:25,L ,2.056,-77.212999999999994,116,1.6,NA,RSN,5,31-0633-25L.S201503,2015-03-31-0627-40M.COL___280,CAUCA,BALBOA,0.2,4.4,4.4,4.2,160
03/31/2015 12:00:00 AM,06:41:27,L ,7.191,-73.384,122,1.6,NA,RSN,7,31-0641-27L.S201503,2015-03-31-0637-37M.COL___280,SANTANDER,LEBRIJA,0.5,3.1,5.1,10,158
03/31/2015 12:00:00 AM,07:15:41,L ,6.824,-73.134,144.5,2.8,3.2,RSN,24,31-0715-41L.S201503,2015-03-31-0707-36M.COL___280,SANTANDER,LOS SANTOS,0.5,2.8,2.8,5.4,71
03/31/2015 12:00:00 AM,07:38:53,L ,6.831,-73.144999999999996,139.19999999999999,2.2,NA,RSN,16,31-0738-53L.S201503,2015-03-31-0737-50M.COL___280,SANTANDER,LOS SANTOS,0.5,2.9,3.1,5.6,70
03/31/2015 12:00:00 AM,07:49:54,L ,8.757,-73.084999999999994,121.7,1.6,NA,RSN,5,31-0749-54L.S201503,2015-03-31-0747-47M.COL___279,NORTE DE SANTANDER,EL TARRA,0.3,5.8,5.7,6,252
03/31/2015 12:00:00 AM,09:18:08,L ,0.761,-77.816000000000003,0,1.9,NA,RSN,5,31-0918-07L.S201503,2015-03-31-0907-36M.COL___280,NARINO,CUASPUD,0.4,5.7,13.3,8.9,308
03/31/2015 12:00:00 AM,10:29:38,L ,6.769,-73.129000000000005,144.1,1.3,NA,RSN,5,31-1029-38L.S201503,2015-03-31-1027-43M.COL___283,SANTANDER,LOS SANTOS,0.4,5.2,7.2,8,140
03/31/2015 12:00:00 AM,10:56:52,L ,6.315,-73.614000000000004,115.8,1.4,NA,RSN,5,31-1056-52L.S201503,2015-03-31-1047-43M.COL___283,SANTANDER,SANTA HELENA DEL OPON,0.3,3.9,4.5,9.699999999999999,99
03/31/2015 12:00:00 AM,11:03:56,L ,7.135,-76.284000000000006,4,1.5,NA,RSN,4,31-1103-56L.S201503,2015-03-31-1057-47M.COL___283,ANTIOQUIA,DABEIBA,0.3,9.1,16.100000000000001,14.2,268
03/31/2015 12:00:00 AM,11:36:44,L ,11.353,-73.563000000000002,19.7,1.9,NA,RSN,4,31-1136-44L.S201503,2015-03-31-1127-49M.COL___280,LA GUAJIRA,DIBULLA,0.6,8.199999999999999,3,7,183
03/31/2015 12:00:00 AM,11:50:26,L ,4.742,-76.319000000000003,100,2.2,NA,RSN,16,31-1150-26L.S201503,2015-03-31-1147-47M.COL___283,VALLE DEL CAUCA,EL CAIRO,0.5,2.1,2.5,6.6,93
03/31/2015 12:00:00 AM,16:19:02,L ,6.817,-73.168000000000006,138.19999999999999,1.8,NA,RSN,9,31-1619-02L.S201503,2015-03-31-1617-49M.COL___277,SANTANDER,LOS SANTOS,0.5,4.5,4.9,8.699999999999999,133
03/31/2015 12:00:00 AM,16:39:13,L ,6.802,-73.144000000000005,145.9,1.8,NA,RSN,9,31-1639-13L.S201503,2015-03-31-1637-47M.COL___274,SANTANDER,LOS SANTOS,0.5,4.5,5,7.6,137
03/31/2015 12:00:00 AM,16:49:44,L ,6.806,-73.137,145.5,1.4,NA,RSN,4,31-1649-44L.S201503,2015-03-31-1647-49M.COL___276,SANTANDER,LOS SANTOS,0.4,11,6.2,8.6,153
